word,valence,arousal,dominance,aoa,category
slepen,3.42,4.61,4.03,6.61,V
slepend,3.06,3.83,3.66,7.97,A
slet,1.89,5.34,3.72,10.84,N
sleur,2.59,2.95,3.23,9.29,N
sleuren,3.03,5.03,4.17,7.74,V
sleutel,4.44,3.44,4.13,4.55,N
slib,3.38,2.94,3.56,8.43,N
sliert,3.89,3.56,3.48,6.55,N
slijk,2.93,3.03,3.40,7.71,N
slijm,2.73,3.41,3.64,6.39,N
slijmen,2.58,4.28,2.88,7.65,V
slijten,3.11,4.03,3.47,7.47,V
slikken,3.94,4.58,3.80,5.06,V
slim,5.86,4.48,5.20,4.90,A
slinger,4.58,4.42,3.58,5.87,N
slip,4.11,3.95,3.66,6.81,N
slippen,2.94,5.02,3.56,7.87,V
sloeber,3.61,4.02,3.26,7.61,N
sloep,4.30,3.48,3.69,7.64,N
slof,3.70,2.68,3.00,6.68,N
sloffen,3.75,2.78,2.98,6.23,V
slogan,4.39,3.94,4.77,8.94,N
slok,4.33,4.00,3.70,4.65,N
sloom,2.81,2.03,2.77,7.93,A
sloot,3.56,3.08,3.53,6.16,N
slop,3.00,3.24,3.41,8.71,N
slopen,2.69,5.47,4.67,7.39,V
slordig,2.72,3.75,3.09,6.23,A
slot,3.78,3.28,4.70,6.23,N
sluier,4.03,2.97,3.19,7.81,N
sluik,3.48,3.02,3.32,9.26,A
sluipen,3.28,4.13,3.58,6.65,V
sluis,4.00,3.80,4.23,8.39,N
sluiten,3.41,4.17,4.27,5.10,V
slungel,2.88,3.06,2.87,7.97,N
slurf,4.16,3.70,3.86,5.45,N
sluw,3.09,4.34,4.58,7.68,A
smaad,2.57,4.34,4.23,10.50,N
smaak,4.92,4.03,4.31,5.52,N
smak,3.61,4.70,4.30,6.27,N
smaken,4.95,4.44,4.38,5.39,V
smakken,2.92,4.73,4.08,6.65,V
smal,3.89,3.16,3.19,5.61,A
smaragd,5.08,3.56,4.81,10.38,N
smart,3.66,4.16,3.84,9.83,N
smeden,3.92,4.88,4.55,8.10,V
smeerlap,1.88,4.83,4.45,7.71,N
smeken,2.73,4.66,2.69,7.06,V
smelten,3.73,3.69,3.38,6.00,V
smeren,3.95,4.45,3.70,5.61,V
smerig,2.19,4.06,4.17,6.00,A
smet,2.84,3.76,3.73,9.10,N
smid,4.19,4.70,4.39,7.35,N
smijten,3.05,5.67,4.78,5.84,V
smoel,3.11,3.86,4.33,6.61,N
smoes,3.11,4.03,3.38,7.16,N
smoking,4.92,3.73,4.48,10.29,N
smokkel,2.62,4.98,4.36,8.77,N
smoren,3.21,4.05,3.98,10.35,V
snaar,4.42,3.77,3.56,6.65,N
snack,4.94,3.56,3.84,7.23,N
snappen,5.00,4.53,4.47,6.16,V
snavel,3.94,3.83,4.09,5.84,N
snede,3.35,4.17,4.05,7.03,N
snee,2.89,4.14,3.80,5.13,N
sneeuw,4.91,3.39,3.77,3.84,N
sneeuwen,4.97,3.70,4.14,4.26,V
snel,4.89,5.66,4.84,4.68,A
snellen,3.97,5.54,4.27,7.45,V
snert,3.55,3.58,3.63,7.86,A
snijden,3.11,5.00,4.69,5.42,V
snik,2.89,3.89,3.02,5.45,N
snikken,2.70,4.45,3.03,6.29,V
snit,4.25,3.47,3.89,11.14,N
snob,2.50,3.63,3.72,10.47,N
snobistisch,2.33,3.83,3.98,12.74,A
snoek,3.95,4.38,4.00,7.68,N
snoep,5.27,3.65,3.91,3.77,N
snoer,3.81,3.34,4.14,6.87,N
snoeren,3.34,4.47,4.39,7.55,V
snoet,4.86,3.69,3.70,5.55,N
snor,3.81,3.09,4.03,4.42,N
snot,2.67,3.28,3.30,4.10,N
snotneus,2.66,4.08,3.03,5.45,N
snugger,4.69,4.43,4.69,9.61,A
snuit,4.14,3.58,3.73,5.81,N
snuiten,3.47,4.58,3.53,4.84,V
snuiven,2.70,4.84,3.75,8.52,V
snurken,2.59,3.87,4.05,5.45,V
sober,3.31,2.86,3.17,9.16,A
sociaal,5.92,4.89,4.95,8.29,A
soep,4.75,3.22,3.61,4.61,N
soepel,5.11,4.02,4.23,7.16,N
sofa,4.84,2.67,3.58,7.29,N
soft,3.39,2.73,2.63,9.06,A
soja,4.11,3.17,3.49,9.68,N
sok,3.98,2.92,3.33,4.39,N
sokkel,4.02,2.88,4.07,9.85,N
soldaat,3.55,5.56,5.06,5.87,N
solide,5.00,3.36,5.08,10.94,A
sollen,3.22,4.67,3.81,8.73,V
solo,4.42,4.17,4.19,8.19,N
som,4.20,3.52,4.09,6.10,N
somber,2.38,2.63,3.11,7.16,A
somberheid,2.47,2.86,3.06,8.71,N
sonde,3.13,3.37,3.56,11.41,N
soort,4.13,3.44,4.08,6.35,N
sop,3.91,3.38,3.38,6.67,N
soppen,3.92,4.36,3.37,7.66,V
spaak,3.53,3.29,3.84,8.19,N
spaargeld,5.53,3.47,4.42,6.61,N
spaarzaam,4.92,3.23,4.16,8.58,A
spade,3.93,3.95,4.36,7.43,N
spannen,3.73,4.70,4.47,7.45,V
spannend,5.05,5.77,5.08,6.45,A
spar,4.48,3.25,3.84,6.97,N
sparen,5.08,3.78,4.31,6.32,V
spatel,4.02,3.38,3.76,7.87,N
spatten,3.42,4.83,3.91,6.26,V
specht,4.29,4.61,3.61,7.10,N
speciaal,5.53,4.49,4.97,6.16,A
speech,4.42,4.94,4.83,9.06,N
speed,2.88,5.75,4.58,11.94,N
speelgoed,5.20,4.55,3.61,3.71,N
speen,3.90,3.41,3.33,5.97,N
speer,3.42,4.83,5.03,6.03,N
spek,4.31,3.54,4.19,5.84,N
spel,5.20,5.00,4.19,4.06,N
speld,3.92,3.38,3.63,5.58,N
spelden,3.72,3.91,4.02,6.90,V
spelen,5.41,5.25,4.13,3.58,V
spellen,4.23,4.61,4.09,5.77,V
sperma,4.11,5.13,4.64,10.32,N
sperwer,4.13,4.55,3.61,9.47,N
speuren,4.17,5.00,4.19,6.58,V
spiegel,4.52,3.28,3.98,4.90,N
spieren,4.94,5.22,5.22,6.19,N
spijker,3.80,3.83,4.67,5.81,N
spijs,4.39,3.53,3.54,8.33,N
spijt,2.86,3.83,3.70,5.26,N
spil,4.05,3.58,3.73,9.07,N
spin,2.98,4.70,4.27,4.29,N
spinazie,4.36,3.55,4.05,5.39,N
spion,3.13,5.00,4.50,7.23,N
spiraal,3.92,4.11,4.06,8.65,N
spirit,5.28,4.86,4.98,10.42,N
spit,3.66,3.87,4.05,8.16,N
spits,3.80,4.58,4.63,7.55,N
spitten,3.61,5.00,4.05,7.52,V
spleet,3.56,3.53,3.67,6.23,N
splinter,2.80,3.81,3.78,6.32,N
splitsen,3.36,4.62,3.91,7.16,V
spoed,2.94,6.02,4.75,7.00,N
spoelen,3.98,4.55,3.89,6.29,V
spoken,2.98,4.58,4.32,5.29,V
spons,4.08,3.19,3.16,5.35,N
spontaan,5.86,5.00,5.05,8.65,A
spook,3.09,4.59,4.11,4.84,N
spookhuis,3.27,5.14,4.36,5.87,N
spoor,4.17,3.69,4.09,6.16,N
spoorloos,2.41,3.98,3.77,8.16,A
sport,5.20,6.06,4.77,4.68,N
sporten,5.25,6.11,4.77,5.58,V
spot,3.19,4.13,4.11,8.19,N
spraak,4.69,4.34,4.31,6.26,N
spraakzaam,5.27,5.02,4.75,8.26,A
spreeuw,4.25,4.49,3.39,7.50,N
sprei,4.33,2.78,3.56,8.65,N
spreiden,4.19,4.52,4.11,7.61,V
spreken,4.80,4.72,4.64,4.87,V
spreuk,4.67,3.73,4.05,6.29,N
springen,4.48,5.36,4.34,4.35,V
sprinkhaan,3.88,4.73,3.36,6.65,N
sprint,4.58,6.28,4.84,7.13,N
sprinten,4.42,6.23,4.77,7.39,V
sproet,4.33,3.53,3.56,5.61,N
sprong,4.20,5.41,4.19,5.10,N
sprookje,5.66,3.70,3.61,4.26,N
spruit,3.67,3.36,3.27,5.94,N
spugen,2.41,5.06,4.25,5.13,V
spuit,3.17,4.36,4.20,5.55,N
spuiten,3.45,4.98,4.38,6.48,V
spul,3.63,3.55,3.56,5.90,N
spurt,4.44,6.00,4.81,7.55,N
spuug,2.61,4.19,3.62,5.10,N
spuwen,2.66,5.02,4.49,6.10,V
squash,4.66,6.08,4.35,10.23,N
staaf,3.91,3.50,4.50,6.42,N
staak,3.47,3.47,4.22,7.62,N
staal,4.05,3.27,5.34,7.97,N
staan,4.08,3.73,4.09,4.23,V
staart,4.11,3.71,3.72,4.39,N
staat,4.02,3.55,4.63,7.81,N
stabiel,5.45,3.13,5.03,8.55,A
stad,4.56,5.28,4.70,5.13,N
staf,4.05,3.53,4.47,5.65,N
stage,4.47,4.91,3.86,10.68,N
staken,2.89,4.28,4.48,9.10,V
stakker,2.70,3.50,2.60,8.13,N
stal,3.84,3.53,3.59,5.71,N
stam,4.25,3.11,4.34,6.29,N
stamp,3.11,4.97,4.88,5.94,N
stampen,3.02,5.41,4.95,5.45,V
stand,4.22,3.25,4.17,6.87,N
standbeeld,4.33,2.39,4.58,5.81,N
standvastig,5.27,4.14,5.50,10.26,A
stang,3.70,3.25,4.32,7.97,N
stank,2.17,4.11,4.78,5.74,N
stap,4.19,4.34,4.00,4.58,N
stapel,4.11,3.55,4.22,5.74,N
stappen,4.55,4.83,4.25,5.71,V
star,3.05,3.06,4.11,10.39,A
staren,3.36,3.08,3.88,6.87,V
start,4.70,5.03,4.52,4.90,N
starten,4.73,4.98,4.42,5.61,V
station,4.13,4.59,4.03,5.65,N
status,4.84,3.91,4.94,9.19,N
steeds,4.08,4.13,4.48,5.84,A
steeg,3.47,3.45,3.64,7.23,N
steek,3.11,4.42,4.38,6.40,N
steel,3.67,3.22,3.78,6.10,N
steen,3.78,2.63,4.88,4.32,N
steiger,4.20,3.59,4.17,7.67,N
steil,3.69,4.41,4.44,6.90,A
stek,4.16,3.54,3.79,8.23,N
steken,2.78,5.11,4.83,5.45,V
stel,5.20,3.98,4.31,6.94,N
stelen,1.86,5.72,4.13,6.00,V
stellen,4.14,4.31,4.02,7.13,V
stelt,3.93,3.65,3.95,6.74,N
stem,4.77,4.06,4.33,4.81,N
stemmen,4.33,4.77,4.58,7.42,V
stempel,3.95,3.52,4.09,5.77,N
stengel,4.11,2.97,3.41,6.23,N
steppe,4.47,3.16,4.02,9.93,N
steppen,4.36,4.86,3.79,6.97,V
ster,5.34,3.77,4.80,4.81,N
stereo,4.84,4.56,4.30,7.61,N
sterfbed,1.59,2.77,3.70,8.90,N
sterk,5.58,5.00,5.95,4.58,A
sterken,4.85,4.83,4.95,8.34,V
sterven,1.59,3.81,3.98,6.29,V
stervend,1.55,3.53,3.38,7.35,A
steun,5.41,4.00,4.70,7.10,N
steunen,5.36,4.34,4.44,7.03,V
stevig,4.84,4.41,5.31,6.52,A
stichten,4.61,4.97,4.67,8.71,V
stiekem,3.33,3.92,3.58,6.55,A
stier,3.91,5.36,5.44,5.42,N
stift,4.22,3.41,3.84,4.55,N
stijf,3.27,2.98,4.14,7.03,A
stijgen,4.75,4.89,4.70,7.10,V
stijl,5.00,3.61,4.52,7.94,N
stikken,1.83,5.16,4.09,6.68,V
stil,4.13,1.84,3.31,3.97,A
stilstaand,3.42,1.89,3.23,7.48,A
stinkdier,2.88,4.13,4.52,6.65,N
stinken,2.11,4.03,4.17,4.52,V
stip,4.13,3.28,3.52,4.90,N
stipt,4.97,4.14,4.64,7.23,A
stoeien,5.00,5.75,4.64,7.03,V
stoel,4.25,2.75,3.73,3.74,N
stoep,4.05,3.17,3.91,5.48,N
stoer,4.34,4.98,5.20,5.87,A
stoet,4.36,4.47,4.44,6.52,N
stof,3.41,3.03,3.27,5.94,N
stok,3.83,3.28,4.08,4.29,N
stoken,2.92,5.06,4.36,7.57,V
stollen,3.75,3.80,4.05,9.84,V
stolp,3.95,3.18,3.74,10.04,N
stom,2.44,3.34,3.48,4.58,A
stomp,3.02,4.69,4.16,6.58,A
stoom,4.13,4.25,4.16,6.74,N
stoot,3.33,5.17,4.56,6.87,N
stop,3.36,3.35,4.58,3.81,N
stoppel,3.64,3.50,3.86,7.97,N
stoppen,3.44,3.91,4.00,4.39,V
storen,2.78,4.84,4.22,6.58,V
storm,3.36,5.94,5.52,5.61,N
stormen,3.20,5.95,5.48,6.03,V
stort,2.91,3.88,4.02,7.65,N
stortbui,2.98,5.58,4.92,7.16,N
storten,3.36,5.13,4.44,7.55,V
stoten,3.20,5.23,4.41,7.23,V
stout,3.16,4.95,4.23,3.42,A
stoutmoedig,4.16,5.06,4.81,10.03,A
straal,4.13,4.02,4.30,7.03,N
straat,4.17,3.84,3.92,4.90,N
straf,2.36,4.78,5.31,4.52,N
straffen,2.30,5.38,4.95,5.26,V
strak,4.20,3.81,4.50,6.52,A
stralen,5.83,4.94,4.77,6.65,V
stralend,6.19,4.95,4.86,7.03,A
straling,3.09,4.75,5.06,9.13,N
stram,3.12,2.80,3.51,9.58,A
stramien,3.86,3.02,4.33,10.95,N
strand,5.73,2.94,4.16,4.74,N
stranden,4.08,3.58,3.59,7.35,V
streek,3.97,3.55,4.14,7.39,N
streep,3.94,3.25,3.81,5.03,N
strekken,4.25,4.42,4.16,6.42,V
strelen,5.63,4.34,3.88,6.84,V
streling,5.64,4.02,4.08,8.03,N
streng,2.91,4.73,5.47,5.55,A
stress,2.36,5.97,4.47,8.97,N
streven,4.67,5.30,4.88,8.68,V
striem,2.71,3.80,4.19,9.19,N
striemen,2.53,4.06,4.29,9.97,N
strijd,3.13,5.91,5.39,6.29,N
strijden,3.53,5.86,5.39,7.32,V
strijk,3.67,3.94,3.63,6.97,N
strijken,3.42,4.38,3.61,6.23,V
strijkplank,3.70,3.49,3.52,6.26,N
strik,4.33,3.30,3.89,5.13,N
strikken,3.91,4.45,4.17,6.55,V
strikt,3.41,3.95,4.77,8.26,A
strip,4.53,3.67,3.55,5.77,N
strippen,4.30,5.58,3.94,9.00,V
stro,4.23,2.75,3.00,5.74,N
stroef,2.88,3.33,4.00,8.74,A
strofe,4.34,3.75,3.58,9.32,N
stromen,4.27,4.55,4.48,6.77,V
stronk,4.11,2.92,4.33,7.35,N
stront,1.98,3.53,4.00,5.74,N
strooien,4.20,4.61,3.63,6.48,V
strook,4.00,3.36,3.64,6.74,N
stroom,4.31,4.81,4.67,7.03,N
stroop,4.03,3.28,3.86,6.00,N
strop,2.29,3.98,4.68,8.74,N
stropen,2.66,5.30,4.63,8.55,V
strot,2.94,3.67,4.08,8.90,N
structuur,4.77,3.33,4.75,9.03,N
struik,4.27,3.02,3.59,5.29,N
struis,3.85,3.77,4.56,8.81,A
student,5.25,5.06,4.27,8.00,N
stug,3.06,3.33,4.31,9.70,A
stuit,3.68,4.17,3.80,9.07,N
stuiten,3.58,4.84,4.31,7.93,V
stuiver,4.19,3.47,3.44,6.41,N
stuk,3.22,3.45,3.72,4.90,N
stumper,2.79,3.46,2.73,8.16,N
stunt,4.50,5.58,4.88,7.32,N
sturen,4.30,4.59,4.42,5.39,V
stuur,4.17,4.02,4.02,5.45,N
subtiel,4.97,3.20,3.98,9.68,A
succes,6.09,5.33,5.56,6.77,N
suf,2.75,2.27,2.83,7.19,A
suiker,4.66,3.83,3.80,4.90,N
suite,5.44,3.33,4.57,9.61,N
suizen,3.11,4.17,4.08,8.43,V
sukkel,2.31,3.38,2.94,6.65,N
sukkelig,2.72,3.21,2.45,7.68,A
sultan,4.11,3.88,5.48,8.42,N
super,6.22,5.17,5.11,5.32,A
superieur,4.38,5.05,6.13,10.19,A
surfen,5.00,5.55,4.45,7.87,V
sussen,4.25,3.75,3.31,7.90,V
swing,5.14,5.34,4.25,8.87,N
swingend,5.63,5.70,4.48,8.52,A
sympathiek,6.02,4.48,4.81,9.06,A
systeem,4.28,3.69,4.48,8.68,N
taai,3.34,3.86,4.81,7.55,A
taak,3.77,4.55,4.13,5.77,N
taal,4.63,4.14,4.52,5.47,N
taart,5.28,3.59,3.69,4.03,N
tabak,3.09,3.61,3.97,7.58,N
tabel,3.97,3.28,3.94,7.94,N
taboe,2.66,3.89,4.45,9.77,N
tact,5.11,3.76,4.74,10.27,N
tactloos,2.42,3.92,3.16,10.42,A
tactvol,5.47,4.06,4.86,10.16,A
tafel,4.20,3.19,3.89,3.97,N
taille,4.63,3.48,3.94,9.61,N
tak,4.05,3.00,3.50,4.52,N
tal,4.13,3.77,4.15,8.40,N
talent,6.09,4.59,5.14,7.16,N
talentvol,6.13,5.03,5.23,8.13,A
talk,4.02,3.22,3.70,9.07,N
tam,4.19,2.22,2.75,6.94,A
tand,4.00,3.33,3.98,4.48,N
tandarts,3.41,4.73,4.63,5.45,N
tandem,4.67,4.20,3.93,8.58,N
tandpijn,2.09,4.66,4.25,6.23,N
tang,3.34,3.67,4.39,6.47,N
tango,5.09,5.70,4.53,9.61,N
tank,3.31,4.58,5.05,6.65,N
tanken,3.77,4.44,4.11,7.03,V
tante,4.91,3.81,3.86,4.06,N
tap,4.42,4.08,3.94,9.43,N
tapijt,4.22,2.60,3.52,5.77,N
tappen,4.52,4.67,3.97,9.84,V
tarot,3.60,3.20,3.04,12.26,N
tarwe,4.34,3.22,3.52,7.13,N
tas,4.36,3.27,3.63,5.00,N
tast,4.38,4.00,3.98,7.74,N
tasten,4.25,4.53,3.86,7.52,V
taxi,4.08,4.27,3.77,6.71,N
team,5.23,5.06,4.97,6.65,N
teckel,3.97,4.60,3.38,7.80,N
teder,5.81,3.34,3.70,9.39,A
teef,2.36,4.70,4.14,8.71,N
teek,2.47,3.84,3.89,8.10,N
teen,3.84,3.53,3.42,3.77,N
teer,3.30,3.40,3.56,9.32,N
tegel,4.08,3.08,3.97,5.81,N
tegen,3.09,4.13,4.47,5.10,A
tegendraads,3.02,5.00,4.45,9.00,A
tegenhouden,3.23,5.16,4.75,6.27,V
tegenspreken,3.00,5.25,4.86,6.52,V
teil,3.77,3.25,3.55,7.59,N
teint,4.42,3.08,3.60,9.71,N
teken,4.23,3.86,4.00,5.32,N
tekenfilm,5.23,4.27,3.64,4.84,N
tekst,4.25,3.48,3.97,5.74,N
tekstverwerker,4.31,4.03,3.67,10.29,N
tel,4.08,3.48,3.71,5.42,N
teleurgesteld,2.22,3.55,3.50,7.52,A
teleurstelling,2.06,3.64,3.39,8.00,N
televisie,4.95,3.89,4.23,3.74,N
telg,4.14,4.04,3.36,10.00,N
tellen,4.14,4.50,3.89,5.06,V
temmen,3.91,5.00,4.47,7.23,V
tempel,4.67,2.89,4.48,7.26,N
temperamentvol,4.53,5.83,5.32,10.16,A
teneur,3.20,3.45,3.73,10.86,N
tenger,3.52,3.11,2.84,9.10,A
tennis,4.77,5.70,4.11,5.71,N
tenor,4.36,3.75,4.29,10.41,N
tent,4.55,3.39,3.77,5.39,N
tentoonstelling,4.78,3.67,3.84,7.94,N
tepel,4.69,4.17,3.89,7.42,N
tequila,4.55,4.72,4.98,12.35,N
term,4.05,3.33,4.11,9.19,N
termiet,2.87,4.39,4.08,9.47,N
termijn,3.78,3.50,3.98,9.23,N
terras,5.38,3.36,3.88,6.74,N
terrein,4.05,3.50,4.19,6.81,N
teruggetrokken,2.84,2.55,2.69,9.13,A
terughoudend,3.13,2.78,3.02,9.42,A
test,3.69,4.50,4.16,6.35,N
testen,4.08,4.81,4.27,6.61,V
teug,4.14,4.05,4.17,9.04,N
teugel,3.94,3.94,4.20,7.90,N
tevreden,5.91,4.16,4.84,6.68,A
tevredenheid,5.98,4.13,4.95,8.03,N
textiel,4.31,3.09,3.77,8.77,N
theatraal,3.67,5.14,4.23,10.13,A
thee,4.88,2.67,3.45,5.58,N
thema,4.33,3.66,4.23,7.97,N
thuis,5.58,3.13,4.69,4.16,N
tic,2.98,4.66,4.07,8.41,N
tieren,2.63,5.84,4.84,7.61,V
tiet,4.02,4.41,4.38,8.48,N
tij,4.22,4.08,4.36,9.23,N
tijd,4.38,3.88,4.41,5.16,N
tijger,4.48,5.30,5.64,5.23,N
tijm,4.52,3.16,3.70,10.38,N
tik,3.27,4.69,4.38,5.48,N
tikken,3.73,4.73,4.06,5.58,V
tillen,3.75,5.06,4.47,6.13,V
tilt,3.31,4.72,4.15,8.67,A
timbre,4.77,3.30,4.04,12.10,N
timide,3.25,2.59,2.83,10.55,A
tin,3.94,3.14,3.94,9.20,N
tint,4.41,3.30,3.69,8.26,N
tinteling,4.63,4.63,3.88,8.42,N
tip,4.88,4.06,4.05,6.61,N
tiran,1.70,5.41,5.95,9.87,N
titel,4.73,3.41,4.66,6.35,N
tobben,2.84,4.15,3.25,8.73,V
tocht,4.02,4.50,3.91,6.39,N
toegeeflijk,4.44,3.33,2.81,9.35,A
toegeven,4.16,3.84,3.09,6.94,V
toekomst,5.42,4.73,4.88,7.10,N
toenaderen,4.80,4.66,4.47,8.97,V
toer,4.37,4.25,3.98,7.45,N
toeren,4.44,4.84,4.22,7.68,V
toestel,4.13,3.67,3.89,6.48,N
toets,3.39,4.53,4.41,6.35,N
toetsen,3.63,4.64,4.39,7.35,V
toga,4.11,3.23,4.29,10.00,N
toilet,3.88,3.39,3.50,4.58,N
tol,3.38,3.92,3.89,6.94,N
tolerant,5.45,3.61,4.48,9.87,A
tolk,4.41,4.31,4.20,9.06,N
tolken,4.48,4.58,4.14,9.80,V
tollen,3.84,4.68,3.56,6.70,V
tomaat,4.53,3.24,3.30,4.65,N
tombe,3.23,2.44,4.34,8.61,N
ton,4.30,3.25,4.67,6.65,N
tonen,4.44,4.31,4.09,5.87,V
tong,4.45,4.23,3.95,4.03,N
tonic,4.17,3.53,3.98,11.16,N
tonijn,4.27,4.05,3.53,7.45,N
toog,4.33,3.80,3.95,8.30,N
toom,3.74,3.19,3.88,9.00,N
toon,4.11,3.95,4.20,6.19,N
toorn,2.81,4.55,4.98,9.11,N
toorts,3.94,4.17,4.65,9.00,N
toost,5.20,4.39,4.19,7.93,N
toosten,5.30,4.77,4.25,8.16,V
top,5.41,4.27,5.05,5.90,N
tor,3.44,3.89,3.08,6.15,N
toren,4.25,3.53,4.78,5.42,N
totaal,4.44,3.84,4.64,6.55,N
totem,4.27,3.44,4.42,9.03,N
tour,4.47,4.73,4.13,8.45,N
touw,4.02,3.43,4.19,4.90,N
traag,2.97,2.38,2.94,5.35,A
traan,2.80,3.88,3.11,4.87,N
trachten,4.53,4.73,3.75,9.55,V
trainen,4.94,6.09,4.86,7.06,V
tralie,2.69,3.24,4.80,7.30,N
tram,4.27,4.42,4.20,6.45,N
trance,3.80,3.11,4.09,10.71,N
trant,4.08,3.59,4.13,10.70,N
trap,3.97,3.91,4.16,4.10,N
trapezium,4.10,3.65,4.03,9.42,N
trappen,3.45,5.30,4.53,5.32,V
trauma,1.64,5.42,4.91,9.32,N
trechter,4.02,3.38,3.56,7.74,N
tred,4.19,4.35,4.04,10.72,N
trede,4.03,3.41,3.84,6.74,N
treffen,4.28,4.92,4.55,7.58,V
trein,4.25,4.64,4.53,4.58,N
trek,4.14,4.28,4.05,6.03,N
trekken,3.75,5.17,4.50,4.87,V
trend,4.61,4.13,4.47,8.90,N
treuren,2.25,3.73,3.13,6.74,V
treurig,2.22,3.27,3.11,7.03,A
treurigheid,2.28,3.08,2.92,8.32,N
triest,2.20,3.08,3.16,6.19,A
triestheid,2.17,3.30,3.06,7.90,N
triestig,2.20,3.16,2.88,6.52,A
trio,4.39,5.05,4.67,9.61,N
triomf,5.63,5.31,5.45,9.26,N
triomfantelijk,5.53,5.23,5.34,9.65,A
trip,4.75,4.86,4.09,7.68,N
trippen,3.31,5.43,4.00,11.80,V
troebel,2.97,3.41,3.45,8.32,A
troef,5.16,4.22,4.67,8.94,N
troep,2.72,4.03,3.69,6.39,N
trofee,5.45,4.77,5.05,7.19,N
trog,3.67,3.35,4.04,9.45,N
trol,2.81,4.06,4.08,6.87,N
trom,4.11,4.42,4.35,5.84,N
trompet,4.42,4.52,4.21,5.39,N
tronen,4.26,4.06,4.59,8.11,V
troon,4.56,3.61,5.20,5.65,N
troost,4.98,3.47,3.63,5.71,N
troosten,5.16,4.08,4.09,5.65,V
tropen,4.85,3.79,4.39,8.70,N
tros,4.47,3.35,3.94,7.06,N
trots,5.72,4.86,5.08,6.55,N
trouw,6.00,4.42,4.89,7.00,N
trouwen,5.80,5.42,4.50,5.52,V
truc,4.55,4.47,4.36,6.32,N
truck,3.75,4.38,5.05,6.84,N
truffel,4.69,3.28,3.94,9.00,N
trui,4.41,3.03,3.63,4.32,N
trut,2.14,4.61,4.42,7.68,N
tsaar,3.55,3.92,5.36,10.21,N
tube,4.03,3.38,3.59,6.74,N
tucht,3.23,4.34,4.56,10.10,N
tuig,2.69,4.28,4.34,8.52,N
tuin,5.05,3.14,3.64,4.35,N
tuk,4.38,3.05,3.82,8.63,A
tulp,4.94,3.16,3.39,6.10,N
tumor,1.45,4.91,5.34,9.77,N
tunnel,3.73,3.55,4.09,5.94,N
turbo,4.78,6.05,5.39,9.35,N
turen,3.83,3.81,3.80,8.17,V
turf,3.75,3.46,3.92,9.90,N
turnen,4.69,5.75,4.19,5.81,V
turven,3.86,4.23,3.94,8.93,V
twijfel,3.05,3.77,3.06,6.74,N
twijfelachtig,2.95,3.64,2.83,8.58,A
twijg,4.18,3.19,2.95,7.79,N
twist,3.67,4.77,4.52,9.33,N
twisten,3.23,5.14,4.37,9.13,V
type,4.19,3.69,4.03,8.23,N
typen,4.20,4.55,3.88,7.58,V
ui,4.02,3.50,4.02,5.42,N
uil,4.36,3.36,3.75,5.90,N
uitbundig,5.53,5.91,5.30,8.55,A
uitdagend,4.98,5.48,5.20,8.48,A
uitdaging,5.50,5.45,5.30,8.42,N
uiten,4.63,4.73,4.52,8.55,V
uitgaan,5.56,5.66,4.61,9.19,V
uitgedoofd,2.75,2.34,2.53,8.13,A
uitgeput,2.41,2.47,2.95,7.61,A
uitgeslapen,5.84,3.41,4.64,6.81,A
uitschot,2.22,4.29,3.72,9.00,N
uitwerpsel,2.45,3.42,3.70,7.90,N
unie,4.61,3.73,4.98,9.55,N
uniek,5.89,4.23,5.27,8.10,A
urine,2.83,3.43,4.00,7.65,N
uur,4.14,3.45,4.03,5.03,N
uurwerk,4.33,3.66,3.95,6.77,N
vaag,2.98,3.06,3.02,7.13,A
vaal,3.15,2.96,3.17,8.38,A
vaandel,4.39,3.75,4.35,9.40,N
vaardig,5.53,4.50,4.97,8.61,A
vaart,4.31,4.56,4.30,7.65,N
vaas,4.31,2.88,3.22,5.13,N
vaat,3.31,3.81,3.58,7.52,N
vacht,4.70,2.84,3.56,5.42,N
vader,5.61,4.48,5.00,3.81,N
vagina,4.34,4.81,4.55,9.35,N
vak,4.27,3.52,3.95,6.39,N
vakantie,6.34,4.19,4.50,5.06,N
vakkundig,5.36,4.58,5.06,9.94,A
val,2.72,4.47,3.97,4.65,N
valk,4.41,4.58,4.75,7.39,N
vallen,2.89,4.91,3.19,4.13,V
vals,2.23,4.28,4.06,5.87,A
vampier,2.81,5.13,5.08,7.42,N
vangen,4.28,5.06,4.25,4.90,V
varen,4.63,4.23,3.97,5.90,V
varken,3.56,3.78,3.52,4.23,N
vast,4.30,3.13,4.75,5.35,A
vastberaden,5.48,4.89,5.66,8.16,A
vastbesloten,5.28,4.78,5.55,9.06,A
vasten,3.50,3.45,4.13,7.65,V
vasthouden,4.59,4.55,4.73,5.74,V
vasthoudend,4.80,4.59,5.25,8.90,A
vastklampen,3.19,5.10,3.50,8.48,V
vat,4.28,3.48,3.94,7.26,N
vatbaar,3.45,3.81,3.09,8.81,A
vatten,4.20,4.28,4.19,8.32,V
vechten,2.61,6.23,5.38,4.71,V
vechter,3.91,5.92,5.50,6.39,N
vechtlustig,4.16,5.91,5.53,9.45,A
vee,4.17,3.75,3.58,6.74,N
veeg,3.63,4.11,3.82,6.35,N
veel,4.77,4.53,5.11,3.90,A
veeleisend,3.28,5.38,5.06,9.45,A
